id,type,name,classification
54121026,barangay,Poblacion,urban
54121027,barangay,Quezon,rural
54121028,barangay,San Isidro,rural
54121029,barangay,San Jose,rural
54121030,barangay,San Mateo,rural
54121031,barangay,San Ramon,rural
54121032,barangay,San Vicente,rural
54121033,barangay,Santo Cristo,rural
54121034,barangay,Sawang,rural
54121035,barangay,Simawa,rural
56200000,province,Sorsogon,
56202000,municipality,Barcelona,
56202002,barangay,Alegria,rural
56202003,barangay,Bagacay,rural
56202004,barangay,Bangate,rural
56202005,barangay,Bugtong,rural
56202006,barangay,Cagang,rural
56202008,barangay,Fabrica,rural
56202010,barangay,Jibong,rural
56202011,barangay,Lago,rural
56202012,barangay,Layog,rural
56202013,barangay,Luneta,rural
56202014,barangay,Macabari,rural
56202015,barangay,Mapapac,rural
56202016,barangay,Olandia,rural
56202017,barangay,Paghaluban,rural
56202018,barangay,Poblacion Central,rural
56202019,barangay,Poblacion Norte,urban
56202020,barangay,Poblacion Sur,urban
56202021,barangay,Putiao,rural
56202022,barangay,San Antonio,rural
56202023,barangay,San Isidro,rural
56202024,barangay,San Ramon,rural
56202025,barangay,San Vicente,rural
56202027,barangay,Santa Cruz,rural
56202028,barangay,Santa Lourdes,rural
56202029,barangay,Tagdon,rural
56203000,municipality,Bulan,
56203001,barangay,A. Bonifacio,rural
56203002,barangay,Abad Santos,rural
56203003,barangay,Aguinaldo,rural
56203004,barangay,Antipolo,rural
56203005,barangay,Zone I Pob. (Bgy. 1- South Ilawod),rural
56203006,barangay,Zone II Pob. (Bgy. 2- West Ilawod),urban
56203007,barangay,Zone III Pob. (Bgy. 3- East Ilawod),rural
56203008,barangay,Zone IV Pob. (Bgy. 4- West Central),urban
56203009,barangay,Zone V Pob. (Bgy. 5-Lanipan),rural
56203010,barangay,Zone VI Pob. (Bgy. 6- Baybay),rural
56203011,barangay,Bical,rural
56203012,barangay,Beguin,rural
56203013,barangay,Bonga,rural
56203014,barangay,Butag,rural
56203015,barangay,Cadandanan,rural
56203016,barangay,Calomagon,rural
56203017,barangay,Calpi,rural
56203018,barangay,Cocok-Cabitan,rural
56203019,barangay,Daganas,rural
56203020,barangay,Danao,rural
56203021,barangay,Dolos,rural
56203022,barangay,E. Quirino,rural
56203023,barangay,Fabrica,urban
56203024,barangay,Gate,rural
56203025,barangay,Benigno S. Aquino (Imelda),rural
56203026,barangay,Inararan,rural
56203027,barangay,J. Gerona,rural
56203028,barangay,Jamorawon,rural
56203029,barangay,Libertad,rural
56203030,barangay,Lajong,rural
56203031,barangay,Magsaysay,rural
56203032,barangay,Managanaga,rural
56203033,barangay,Marinab,rural
56203034,barangay,Nasuje,rural
56203035,barangay,Montecalvario,rural
56203036,barangay,N. Roque (Rizal),rural
56203037,barangay,Namo,rural
56203038,barangay,Obrero,rural
56203039,barangay,Osmeña,rural
56203040,barangay,Otavi,rural
56203041,barangay,Padre Diaz,rural
56203042,barangay,Palale,rural
56203045,barangay,J.P. Laurel (Pon-od),rural
56203046,barangay,Quezon,rural
56203047,barangay,R. Gerona,rural
56203048,barangay,Recto,rural
56203049,barangay,M. Roxas,rural
56203050,barangay,Sagrada,rural
56203051,barangay,San Francisco,rural
56203052,barangay,San Isidro,rural
56203053,barangay,San Juan Bag-o,rural
56203054,barangay,San Juan Daan,rural
56203055,barangay,San Rafael,rural
56203056,barangay,San Ramon,rural
56203057,barangay,San Vicente,urban
56203058,barangay,Santa Remedios,rural
56203059,barangay,Santa Teresita,rural
56203060,barangay,Sigad,rural
56203061,barangay,Somagongsong,rural
56203062,barangay,G. Del Pilar (Tanga),rural
56203063,barangay,Taromata,rural
56203064,barangay,Zone VII Pob. (Bgy. 7- Iraya),rural
56203065,barangay,Zone VIII Pob. (Bgy. 8- Loyo),urban
56204000,municipality,Bulusan,
56204001,barangay,Bagacay,rural
56204002,barangay,Central (Pob.),urban
56204003,barangay,Cogon,rural
56204004,barangay,Dancalan,rural
56204005,barangay,Dapdap (Pob.),urban
56204006,barangay,Lalud,rural
56204007,barangay,Looban (Pob.),rural
56204008,barangay,Mabuhay (Pob.),rural
56204009,barangay,Madlawon (Pob.),urban
56204010,barangay,Poctol (Pob.),rural
56204011,barangay,Porog,rural
56204012,barangay,Sabang (Pob.),rural
56204013,barangay,Salvacion,rural
56204014,barangay,San Antonio,rural
56204015,barangay,San Bernardo,rural
56204016,barangay,San Francisco,rural
56204017,barangay,San Isidro,rural
56204018,barangay,San Jose,rural
56204019,barangay,San Rafael,rural
56204020,barangay,San Roque,rural
56204021,barangay,San Vicente (Buhang),rural
56204022,barangay,Santa Barbara,rural
56204023,barangay,Sapngan (Pob.),rural
56204024,barangay,Tinampo,rural
56205000,municipality,Casiguran,
56205001,barangay,Adovis (Pob.),rural
56205002,barangay,Boton,rural
56205003,barangay,Burgos,rural
56205004,barangay,Casay,rural
56205005,barangay,Cawit,rural
56205006,barangay,Central (Pob.),urban
56205007,barangay,Colambis,rural
56205008,barangay,Escuala,rural
56205010,barangay,Cogon,rural
56205011,barangay,Inlagadian,rural
56205012,barangay,Lungib,rural
56205013,barangay,Mabini,rural
56205014,barangay,Ponong,rural
56205015,barangay,Rizal,rural
56205016,barangay,San Antonio (Boho),rural
56205017,barangay,San Isidro,rural
56205018,barangay,San Juan,rural
56205019,barangay,San Pascual,rural
56205020,barangay,Santa Cruz,rural
56205021,barangay,Somal-ot (Pob.),rural
56205022,barangay,Tigbao,rural
56205023,barangay,Timbayog (Pob.),rural
56205024,barangay,Tiris,rural
56205025,barangay,Trece Martirez,rural
56205026,barangay,Tulay,urban
56206000,municipality,Castilla,
56206001,barangay,Amomonting,rural
56206002,barangay,Bagalayag,rural
56206003,barangay,Bagong Sirang,rural
56206004,barangay,Bonga,rural
56206005,barangay,Buenavista,rural
56206006,barangay,Burabod,rural
56206007,barangay,Caburacan,rural
56206008,barangay,Canjela,rural
56206009,barangay,Cogon,rural
56206010,barangay,Cumadcad,urban
56206011,barangay,Dangcalan,rural
56206012,barangay,Dinapa,rural
56206013,barangay,La Union,rural
56206014,barangay,Libtong,rural
56206015,barangay,Loreto,rural
56206016,barangay,Macalaya,urban
56206017,barangay,Maracabac,rural
56206018,barangay,Mayon,rural
56206019,barangay,Milagrosa,rural
56206020,barangay,Miluya,rural
56206021,barangay,Maypangi,rural
56206022,barangay,Monte Carmelo,rural
56206023,barangay,Oras,rural
56206024,barangay,Pandan,urban
56206025,barangay,Poblacion,urban
56206026,barangay,Quirapi,rural
56206027,barangay,Saclayan,rural
56206028,barangay,Salvacion,rural
56206029,barangay,San Isidro,rural
56206030,barangay,San Rafael,rural
56206031,barangay,San Roque,rural
56206032,barangay,San Vicente,rural
56206033,barangay,Sogoy,rural
56206034,barangay,Tomalaytay,rural
56207000,municipality,Donsol,
56207001,barangay,Alin,rural
56207002,barangay,Awai,rural
56207003,barangay,Banban,rural
56207004,barangay,Bandi,rural
56207005,barangay,Banuang Gurang,rural
56207006,barangay,Baras,rural
56207007,barangay,Bayawas,rural
56207008,barangay,Bororan Barangay 1 (Pob.),rural
56207009,barangay,Cabugao,rural
56207010,barangay,Central Barangay 2 (Pob.),urban
56207011,barangay,Cristo,rural
56207012,barangay,Dancalan,urban
56207013,barangay,De Vera,rural
56207014,barangay,Gimagaan,rural
56207015,barangay,Girawan,rural
56207016,barangay,Gogon,rural
56207017,barangay,Gura,rural
56207018,barangay,Juan Adre,rural
56207019,barangay,Lourdes,rural
56207020,barangay,Mabini,rural
56207021,barangay,Malapoc,rural
56207022,barangay,Malinao,rural
56207023,barangay,Market Site Barangay 3 (Pob.),urban
56207024,barangay,New Maguisa,rural
56207025,barangay,Ogod (Crossing),urban
56207026,barangay,Old Maguisa,rural
56207027,barangay,Orange,rural
56207028,barangay,Pangpang,rural
56207029,barangay,Parina,rural
56207030,barangay,Pawala,rural
56207031,barangay,Pinamanaan,rural
56207032,barangay,Poso Pob. (Barangay 5),urban
56207033,barangay,Punta Waling-Waling Pob. (Barangay 4),urban
56207034,barangay,Rawis,urban
56207035,barangay,San Antonio,rural
56207036,barangay,San Isidro,rural
56207037,barangay,San Jose,rural
56207038,barangay,San Rafael,rural
56207039,barangay,San Ramon,rural
56207040,barangay,San Vicente,rural
56207041,barangay,Santa Cruz,urban
56207042,barangay,Sevilla,rural
56207043,barangay,Sibago,urban
56207044,barangay,Suguian,rural
56207045,barangay,Tagbac,rural
56207046,barangay,Tinanogan,urban
56207047,barangay,Tongdol,rural
56207048,barangay,Tres Marias,urban
56207049,barangay,Tuba,rural
56207050,barangay,Tupas,urban
56207051,barangay,Vinisitahan,urban
56208000,municipality,Gubat,
56208001,barangay,Ariman,rural
56208002,barangay,Bagacay,rural
56208003,barangay,Balud Del Norte (Pob.),rural
56208004,barangay,Balud Del Sur (Pob.),urban
56208006,barangay,Benguet,rural
56208007,barangay,Bentuco,rural
56208008,barangay,Beriran,rural
56208009,barangay,Buenavista,rural
56208010,barangay,Bulacao,rural
56208011,barangay,Cabigaan,rural
56208012,barangay,Cabiguhan,rural
56208013,barangay,Carriedo,rural
56208014,barangay,Casili,rural
56208015,barangay,Cogon,rural
56208016,barangay,Cota Na Daco (Pob.),urban
56208017,barangay,Dita,rural
56208018,barangay,Jupi,rural
56208019,barangay,Lapinig,rural
56208020,barangay,Luna-Candol (Pob.),urban
56208021,barangay,Manapao,rural
56208022,barangay,Manook (Pob.),rural
56208023,barangay,Naagtan,rural
56208024,barangay,Nato,rural
56208025,barangay,Nazareno,rural
56208026,barangay,Ogao,rural
56208027,barangay,Paco,rural
56208028,barangay,Panganiban (Pob.),rural
56208029,barangay,Paradijon (Pob.),rural
56208030,barangay,Patag,rural
56208031,barangay,Payawin,rural
56208033,barangay,Pinontingan (Pob.),urban
56208034,barangay,Rizal,rural
56208035,barangay,San Ignacio,rural
56208036,barangay,Sangat,rural
56208037,barangay,Santa Ana,rural
56208038,barangay,Tabi,rural
56208039,barangay,Tagaytay,rural
56208040,barangay,Tigkiw,rural
56208041,barangay,Tiris,rural
56208042,barangay,Togawe,rural
56208043,barangay,Union,rural
56208044,barangay,Villareal,rural
56209000,municipality,Irosin,
56209001,barangay,Bagsangan,rural
56209002,barangay,Bacolod (Pob.),rural
56209003,barangay,Batang,rural
56209004,barangay,Bolos,rural
56209005,barangay,Buenavista,rural
56209006,barangay,Bulawan,rural
56209007,barangay,Carriedo,rural
56209008,barangay,Casini,rural
56209009,barangay,Cawayan,rural
56209010,barangay,Cogon,rural
56209011,barangay,Gabao,rural
56209012,barangay,Gulang-Gulang,rural
56209013,barangay,Gumapia,rural
56209014,barangay,Santo Domingo (Lamboon),rural
56209015,barangay,Liang,rural
56209016,barangay,Macawayan,rural
56209017,barangay,Mapaso,rural
56209018,barangay,Monbon,rural
56209019,barangay,Patag,rural
56209020,barangay,Salvacion,rural
56209021,barangay,San Agustin (Pob.),urban
56209022,barangay,San Isidro,rural
56209023,barangay,San Juan (Pob.),rural
56209024,barangay,San Julian (Pob.),urban
56209025,barangay,San Pedro,urban
56209026,barangay,Tabon-Tabon,rural
56209027,barangay,Tinampo,rural
56209028,barangay,Tongdol,rural
56210000,municipality,Juban,
56210001,barangay,Anog,rural
56210002,barangay,Aroroy,rural
56210003,barangay,Bacolod,rural
56210004,barangay,Binanuahan,rural
56210005,barangay,Biriran,rural
56210006,barangay,Buraburan,rural
56210007,barangay,Calateo,rural
56210008,barangay,Calmayon,rural
56210009,barangay,Carohayon,rural
56210010,barangay,Catanagan,rural
56210011,barangay,Catanusan,rural
56210012,barangay,Cogon,rural
56210013,barangay,Embarcadero,rural
56210014,barangay,Guruyan,rural
56210016,barangay,Lajong,rural
56210017,barangay,Maalo,rural
56210019,barangay,North Poblacion,urban
56210020,barangay,South Poblacion,urban
56210021,barangay,Puting Sapa,rural
56210022,barangay,Rangas,rural
56210023,barangay,Sablayan,rural
56210024,barangay,Sipaya,rural
56210025,barangay,Taboc,rural
56210026,barangay,Tinago,rural
56210027,barangay,Tughan,rural
56211000,municipality,Magallanes,
56211001,barangay,Aguada Norte,rural
56211002,barangay,Aguada Sur,rural
56211003,barangay,Anibong,rural
56211004,barangay,Bacalon,rural
56211005,barangay,Bacolod,rural
56211006,barangay,Banacud,urban
56211007,barangay,Biga,rural
56211008,barangay,Behia,rural
56211009,barangay,Binisitahan del Norte,rural
56211010,barangay,Binisitahan del Sur,urban
56211011,barangay,Biton,rural
56211012,barangay,Bulala,rural
56211013,barangay,Busay,rural
56211014,barangay,Caditaan,rural
56211015,barangay,Cagbolo,rural
56211016,barangay,Cagtalaba,rural
56211017,barangay,Cawit Extension,rural
56211018,barangay,Cawit Proper,rural
56211019,barangay,Ginangra,rural
56211020,barangay,Hubo,rural
56211021,barangay,Incarizan,rural
56211022,barangay,Lapinig,rural
56211023,barangay,Magsaysay,rural
56211024,barangay,Malbog,rural
56211025,barangay,Pantalan,urban
56211026,barangay,Pawik,rural
56211027,barangay,Pili,rural
56211028,barangay,Poblacion,urban
56211029,barangay,Salvacion,rural
56211030,barangay,Santa Elena,rural
56211031,barangay,Siuton,rural
56211032,barangay,Tagas,rural
56211033,barangay,Tulatula Norte,rural
56211034,barangay,Tulatula Sur,rural
56212000,municipality,Matnog,
56212001,barangay,Balocawe,rural
56212002,barangay,Banogao,rural
56212003,barangay,Banuangdaan,rural
56212004,barangay,Bariis,rural
56212005,barangay,Bolo,rural
56212006,barangay,Bon-Ot Big,rural
56212007,barangay,Bon-Ot Small,rural
56212008,barangay,Cabagahan,rural
56212010,barangay,Calayuan,rural
56212011,barangay,Calintaan,rural
56212012,barangay,Caloocan (Pob.),urban
56212013,barangay,Calpi,rural
56212014,barangay,Camachiles (Pob.),urban
56212015,barangay,Camcaman (Pob.),urban
56212016,barangay,Coron-coron,rural
56212017,barangay,Culasi,rural
56212018,barangay,Gadgaron,rural
56212020,barangay,Genablan Occidental,rural
56212021,barangay,Genablan Oriental,rural
56212022,barangay,Hidhid,rural
56212023,barangay,Laboy,rural
56212025,barangay,Lajong,rural
56212026,barangay,Mambajog,rural
56212028,barangay,Manjunlad,rural
56212029,barangay,Manurabi,rural
56212030,barangay,Naburacan,rural
56212031,barangay,Paghuliran,rural
56212032,barangay,Pangi,rural
56212033,barangay,Pawa,rural
56212034,barangay,Poropandan,rural
56212035,barangay,Santa Isabel,rural
56212036,barangay,Sinalmacan,rural
56212037,barangay,Sinang-Atan,rural
56212038,barangay,Sinibaran,rural
56212039,barangay,Sisigon,rural
56212040,barangay,Sua,rural
56212041,barangay,Sulangan,rural
56212042,barangay,Tablac (Pob.),rural
56212043,barangay,Tabunan (Pob.),rural
56212044,barangay,Tugas,rural
56213000,municipality,Pilar,
56213001,barangay,Abas,rural
56213002,barangay,Abucay,rural
56213003,barangay,Bantayan,rural
56213004,barangay,Banuyo (Pob.),urban
56213005,barangay,Bayasong,rural
56213006,barangay,Bayawas,rural
56213007,barangay,Binanuahan (Pob.),urban
56213009,barangay,Cabiguan,rural
56213010,barangay,Cagdongon,rural
56213011,barangay,Calongay,rural
56213012,barangay,Calpi,rural
56213013,barangay,Catamlangan,rural
56213014,barangay,Comapo-capo,rural
56213015,barangay,Danlog,rural
56213016,barangay,Dao (Pob.),urban
56213017,barangay,Dapdap,rural
56213018,barangay,Del Rosario (Bual),rural
56213019,barangay,Esmerada,rural
56213020,barangay,Esperanza,rural
56213021,barangay,Guiron,rural
56213022,barangay,Ginablan,rural
56213023,barangay,Inang,rural
56213024,barangay,Inapugan,rural
56213025,barangay,Lubiano,rural
56213026,barangay,Leona,rural
56213027,barangay,Lipason,rural
56213028,barangay,Lourdes,rural
56213029,barangay,Lungib,rural
56213030,barangay,Lumbang,rural
56213031,barangay,Mabanate,rural
56213032,barangay,Malbog,rural
56213033,barangay,Marifosque (Pob.),urban
56213034,barangay,Mercedes,rural
56213035,barangay,Migabod,rural
56213036,barangay,Naspi,rural
56213037,barangay,Palanas,rural
56213038,barangay,Pangpang,rural
56213039,barangay,Pinagsalog,rural
56213040,barangay,Pineda,rural
56213042,barangay,Poctol,rural
56213043,barangay,Pudo,rural
56213044,barangay,Putiao,urban
56213045,barangay,Sacnangan,rural
56213046,barangay,Salvacion,rural
56213047,barangay,San Antonio (Millabas),rural
56213048,barangay,San Antonio (Sapa),rural
56213049,barangay,San Jose,rural
56213050,barangay,San Rafael,rural
56213051,barangay,Santa Fe,rural
56214000,municipality,Prieto Diaz,
56214001,barangay,Brillante (Pob.),rural
56214002,barangay,Bulawan,rural
56214003,barangay,Calao,rural
56214004,barangay,Carayat,rural
56214005,barangay,Diamante,rural
56214006,barangay,Gogon,rural
56214007,barangay,Lupi,rural
56214008,barangay,Manlabong,rural
56214010,barangay,Maningcay De Oro,urban
56214011,barangay,Perlas,urban
56214012,barangay,Quidolog,rural
56214013,barangay,Rizal,rural
56214014,barangay,San Antonio,rural
56214015,barangay,San Fernando,rural
56214016,barangay,San Isidro,rural
56214017,barangay,San Juan,rural
56214018,barangay,San Rafael,rural
56214019,barangay,San Ramon,rural
56214020,barangay,Santa Lourdes,rural
56214021,barangay,Santo Domingo,rural
56214022,barangay,Talisayan,rural
56214023,barangay,Tupaz,rural
56214024,barangay,Ulag,rural
56215000,municipality,Santa Magdalena,
56215001,barangay,La Esperanza,rural
56215002,barangay,Peñafrancia,rural
56215003,barangay,Barangay Poblacion I,rural
56215004,barangay,Barangay Poblacion II,rural
56215005,barangay,Barangay Poblacion III,urban
56215006,barangay,Barangay Poblacion IV,rural
56215007,barangay,Salvacion,rural
56215008,barangay,San Antonio,rural
56215009,barangay,San Bartolome (Talaongan),rural
56215010,barangay,San Eugenio,rural
56215011,barangay,San Isidro,rural
56215012,barangay,San Rafael,rural
56215013,barangay,San Roque,rural
56215014,barangay,San Sebastian,rural
56216000,municipality,City Of Sorsogon (Capital),
56216001,barangay,Abuyog,rural
56216002,barangay,Almendras-Cogon (Pob.),urban
56216003,barangay,Balogo (Sorsogon East District) ,urban
56216004,barangay,Barayong,rural
56216005,barangay,Basud,rural
56216006,barangay,Bibincahan,urban
56216008,barangay,Bitan-o/Dalipay (Pob.),urban
56216009,barangay,Bucalbucalan,urban
56216010,barangay,Buenavista (Sorsogon West District),rural
56216011,barangay,Buhatan,rural
56216012,barangay,Bulabog,urban
56216013,barangay,Burabod (Pob.),urban
56216014,barangay,Cabid-An,rural
56216015,barangay,Cambulaga,rural
56216016,barangay,Capuy,rural
56216017,barangay,Gimaloto,urban
56216018,barangay,Guinlajon,rural
56216019,barangay,Macabog,urban
56216020,barangay,Marinas,rural
56216021,barangay,Pamurayan,urban
56216022,barangay,Pangpang,urban
56216023,barangay,Panlayaan,urban
56216024,barangay,Peñafrancia,urban
56216025,barangay,Piot (Pob.),urban
56216026,barangay,Polvorista (Pob.),urban
56216027,barangay,Rizal,urban
56216028,barangay,Salog (Pob.),urban
56216029,barangay,Salvacion (Sorsogon West District),rural
56216030,barangay,Sampaloc (Pob.),urban
56216031,barangay,San Isidro (Sorsogon West District),rural
56216032,barangay,San Juan (Roro),urban
56216033,barangay,Sirangan (Pob.),urban
56216034,barangay,Sulucan (Pob.),urban
56216035,barangay,Talisay (Pob.),urban
56216036,barangay,Ticol,rural
56216037,barangay,Tugos,rural
56216038,barangay,Balete,rural
56216039,barangay,Balogo (Bacon District) ,rural
56216040,barangay,Bato,rural
56216041,barangay,Bon-Ot,rural
56216042,barangay,Bogña,rural
56216043,barangay,Buenavista (Bacon District),rural
56216044,barangay,Cabarbuhan,rural
56216045,barangay,Caricaran,rural
56216046,barangay,Del Rosario,rural
56216047,barangay,Gatbo,rural
56216048,barangay,Jamislagan,rural
56216049,barangay,Maricrum,rural
56216050,barangay,Osiao,rural
56216051,barangay,Poblacion,rural
56216052,barangay,Rawis,rural
56216053,barangay,Salvacion (Bacon District),rural
56216054,barangay,San Isidro (Bacon District),rural
56216055,barangay,San Juan,rural
56216056,barangay,San Pascual,rural
56216057,barangay,San Ramon,rural
56216058,barangay,San Roque,rural
56216059,barangay,San Vicente,rural
56216060,barangay,Santa Cruz,rural
56216061,barangay,Santa Lucia,rural
56216062,barangay,Santo Domingo,rural
56216063,barangay,Santo Niño,rural
56216064,barangay,Sawanga,rural
56216065,barangay,Sugod,rural
60000000,region,Region Vi (Western Visayas),
60400000,province,Aklan,
60401000,municipality,Altavas,
60401001,barangay,Cabangila,rural
60401002,barangay,Cabugao,rural
60401003,barangay,Catmon,rural
60401004,barangay,Dalipdip,rural
60401005,barangay,Ginictan,rural
60401006,barangay,Linayasan,rural
60401007,barangay,Lumaynay,rural
60401008,barangay,Lupo,rural
60401009,barangay,Man-up,rural
60401010,barangay,Odiong,rural
60401011,barangay,Poblacion,urban
60401012,barangay,Quinasay-an,rural
60401013,barangay,Talon,rural
60401014,barangay,Tibiao,rural
60402000,municipality,Balete,
60402001,barangay,Aranas,rural
60402002,barangay,Arcangel,rural
60402004,barangay,Calizo,rural
60402005,barangay,Cortes,rural
60402006,barangay,Feliciano,rural
60402007,barangay,Fulgencio,rural
60402008,barangay,Guanko,rural
60402009,barangay,Morales,rural
60402010,barangay,Oquendo,rural
60402011,barangay,Poblacion,urban
60403000,municipality,Banga,
60403001,barangay,Agbanawan,rural
60403002,barangay,Bacan,rural
60403003,barangay,Badiangan,rural
60403004,barangay,Cerrudo,rural
60403005,barangay,Cupang,rural
60403006,barangay,Daguitan,rural
60403007,barangay,Daja Norte,rural
60403008,barangay,Daja Sur,rural
60403009,barangay,Dingle,rural
60403010,barangay,Jumarap,rural
60403011,barangay,Lapnag,rural
60403012,barangay,Libas,rural
60403013,barangay,Linabuan Sur,rural
60403014,barangay,Mambog,rural
60403015,barangay,Mangan,rural
60403016,barangay,Muguing,rural
60403017,barangay,Pagsanghan,rural
60403018,barangay,Palale,rural
60403019,barangay,Poblacion,urban
60403020,barangay,Polo,rural
60403021,barangay,Polocate,rural
60403022,barangay,San Isidro,rural
60403023,barangay,Sibalew,rural
60403024,barangay,Sigcay,rural
60403025,barangay,Taba-ao,rural
60403026,barangay,Tabayon,rural
60403027,barangay,Tinapuay,rural
60403028,barangay,Torralba,rural
60403029,barangay,Ugsod,rural
60403030,barangay,Venturanza,rural
60404000,municipality,Batan,
60404001,barangay,Ambolong,rural
60404002,barangay,Angas,rural
60404003,barangay,Bay-ang,rural
60404004,barangay,Caiyang,rural
60404005,barangay,Cabugao,rural
60404006,barangay,Camaligan,rural
60404007,barangay,Camanci,rural
60404008,barangay,Ipil,rural
60404009,barangay,Lalab,rural
60404010,barangay,Lupit,rural
60404011,barangay,Magpag-ong,rural
60404012,barangay,Magubahay,rural
60404013,barangay,Mambuquiao,rural
60404014,barangay,Man-up,rural
60404015,barangay,Mandong,rural
60404016,barangay,Napti,rural
60404017,barangay,Palay,rural
60404018,barangay,Poblacion,urban
60404019,barangay,Songcolan,rural
60404020,barangay,Tabon,rural
60405000,municipality,Buruanga,
60405001,barangay,Alegria,rural
60405002,barangay,Bagongbayan,rural
60405003,barangay,Balusbos,rural
60405004,barangay,Bel-is,rural
60405005,barangay,Cabugan,rural
60405006,barangay,El Progreso,rural
60405007,barangay,Habana,rural
60405008,barangay,Katipunan,rural
60405009,barangay,Mayapay,rural
60405010,barangay,Nazareth,rural
60405011,barangay,Panilongan,rural
60405012,barangay,Poblacion,urban
60405013,barangay,Santander,rural
60405014,barangay,Tag-osip,rural
60405015,barangay,Tigum,rural
60406000,municipality,Ibajay,
60406001,barangay,Agbago,rural
60406002,barangay,Agdugayan,rural
60406003,barangay,Antipolo,rural
60406004,barangay,Aparicio,rural
60406005,barangay,Aquino,rural
60406006,barangay,Aslum,rural
60406007,barangay,Bagacay,rural
60406008,barangay,Batuan,rural
60406009,barangay,Buenavista,rural
60406010,barangay,Bugtongbato,rural
60406011,barangay,Cabugao,rural
60406012,barangay,Capilijan,rural
60406013,barangay,Colongcolong,rural
60406014,barangay,Laguinbanua,rural
60406015,barangay,Mabusao,rural
60406016,barangay,Malindog,rural
60406017,barangay,Maloco,rural
60406018,barangay,Mina-a,rural
60406019,barangay,Monlaque,rural
60406020,barangay,Naile,rural
60406021,barangay,Naisud,rural
60406022,barangay,Naligusan,rural
60406023,barangay,Ondoy,rural
60406024,barangay, ,urban
60406025,barangay,Polo,rural
60406026,barangay,Regador,rural
60406027,barangay,Rivera,rural
60406028,barangay,Rizal,rural
60406029,barangay,San Isidro,rural
60406030,barangay,San Jose,rural
60406031,barangay,Santa Cruz,rural
60406032,barangay,Tagbaya,rural
60406033,barangay,Tul-ang,rural
60406034,barangay,Unat,rural
60406035,barangay,Yawan,rural
60407000,municipality,Kalibo (Capital),
60407001,barangay,Andagaw,urban
60407002,barangay,Bachaw Norte,urban
60407003,barangay,Bachaw Sur,urban
60407004,barangay,Briones,urban
60407005,barangay,Buswang New,urban
60407006,barangay,Buswang Old,urban
60407007,barangay,Caano,urban
60407008,barangay,Estancia,urban
60407009,barangay,Linabuan Norte,urban
60407010,barangay,Mabilo,urban
60407011,barangay,Mobo,urban
60407012,barangay,Nalook,urban
60407013,barangay,Poblacion,urban
60407014,barangay,Pook,urban
60407015,barangay,Tigayon,urban
60407016,barangay,Tinigaw,urban
60408000,municipality,Lezo,
60408001,barangay,Agcawilan,rural
60408002,barangay,Bagto,rural
60408003,barangay,Bugasongan,rural
60408004,barangay,Carugdog,rural
60408005,barangay,Cogon,rural
60408006,barangay,Ibao,rural
60408007,barangay,Mina,rural
60408008,barangay,Poblacion,urban
60408009,barangay,Santa Cruz,rural
60408010,barangay,Santa Cruz Bigaa,rural
60408011,barangay,Silakat-Nonok,rural
60408012,barangay,Tayhawan,rural
60409000,municipality,Libacao,
60409001,barangay,Agmailig,rural
60409002,barangay,Alfonso XII,rural
60409003,barangay,Batobato,rural
60409004,barangay,Bonza,rural
60409005,barangay,Calacabian,rural
60409006,barangay,Calamcan,rural
60409007,barangay,Can-Awan,rural
60409008,barangay,Casit-an,rural
60409009,barangay,Dalagsa-an,rural
60409010,barangay,Guadalupe,rural
60409011,barangay,Janlud,rural
60409012,barangay,Julita,rural
60409013,barangay,Luctoga,rural
60409014,barangay,Magugba,rural
60409015,barangay,Manika,rural
60409016,barangay,Ogsip,rural
60409017,barangay,Ortega,rural
60409018,barangay,Oyang,rural
60409019,barangay,Pampango,rural
60409020,barangay,Pinonoy,rural
60409021,barangay,Poblacion,urban
60409022,barangay,Rivera,rural
60409023,barangay,Rosal,rural
60409024,barangay,Sibalew,rural
60410000,municipality,Madalag,
60410001,barangay,Alaminos,rural
60410002,barangay,Alas-as,rural
60410003,barangay,Bacyang,rural
60410004,barangay,Balactasan,rural
60410005,barangay,Cabangahan,rural
60410006,barangay,Cabilawan,rural
60410007,barangay,Catabana,rural
60410008,barangay,Dit-Ana,rural
60410009,barangay,Galicia,rural
60410010,barangay,Guinatu-an,rural
60410011,barangay,Logohon,rural
60410012,barangay,Mamba,rural
60410013,barangay,Maria Cristina,rural
60410014,barangay,Medina,rural
60410015,barangay,Mercedes,rural
60410016,barangay,Napnot,rural
60410017,barangay,Pang-Itan,rural
60410018,barangay,Paningayan,rural
60410019,barangay,Panipiason,rural
60410020,barangay,Poblacion,urban
60410021,barangay,San Jose,rural
60410022,barangay,Singay,rural
60410023,barangay,Talangban,rural
60410024,barangay,Talimagao,rural
60410025,barangay,Tigbawan,rural
60411000,municipality,Makato,
60411001,barangay,Agbalogo,rural
60411002,barangay,Aglucay,rural
60411003,barangay,Alibagon,rural
60411004,barangay,Bagong Barrio,rural
60411005,barangay,Baybay,rural
60411006,barangay,Cabatanga,rural
60411007,barangay,Cajilo,rural
60411008,barangay,Calangcang,rural
60411009,barangay,Calimbajan,rural
60411010,barangay,Castillo,rural
60411011,barangay,Cayangwan,rural
60411012,barangay,Dumga,rural
60411013,barangay,Libang,rural
60411014,barangay,Mantiguib,rural
